instance_name	LB	OPT
class6_60_10_2	36	37
class6_60_10_3	33	33
class6_60_10_4	32	34
class6_60_10_5	35	36
class6_60_10_6	34	36
class6_60_10_7	40	41
class6_60_10_8	34	34
class6_60_10_9	33	33
class6_120_10_0	63	64
class6_120_10_1	60	63
class6_120_10_2	63	65
class6_120_10_3	53	62
class6_120_10_4	72	72
class6_120_10_5	65	66
class6_120_10_6	71	74
class6_120_10_7	69	70
class6_120_10_8	67	67
class6_120_10_9	76	76
class6_250_10_0	110	125
class6_250_10_1	117	128
class6_250_10_2	119	126
class6_250_10_3	114	124
class6_250_10_4	101	126
class6_250_10_5	118	126
class6_250_10_6	122	128
class6_250_10_7	110	127
class6_250_10_8	119	127
class6_250_10_9	119	127
class6_500_10_0	206	249
class6_500_10_1	203	246
class6_500_10_2	205	252
class6_500_10_3	205	249
class6_500_10_4	205	247
class6_500_10_5	204	250
class6_500_10_6	207	248
class6_500_10_7	205	250
class6_500_10_8	206	248
class6_500_10_9	205	250
class7_20_3_0	9	9
class7_20_3_1	9	10
class7_20_3_2	9	9
class7_20_3_3	9	9
class7_20_3_4	9	10
class7_20_3_5	9	10
class7_20_3_6	9	9
class7_20_3_7	12	12
class7_20_3_8	8	8
class7_20_3_9	8	10
class7_40_3_0	16	17
class7_40_3_1	16	17
class7_40_3_2	16	17
class7_40_3_3	16	17
class7_40_3_4	17	17
class7_40_3_5	17	18
class7_40_3_6	17	17
class7_40_3_7	18	19
class7_40_3_8	17	18
class7_40_3_9	16	17
class7_60_3_0	25	26
class7_60_3_1	25	26
class7_60_3_2	25	26
class7_60_3_3	25	26
class7_60_3_4	24	25
class7_60_3_5	24	25
class7_60_3_6	24	25
class7_60_3_7	26	27
class7_60_3_8	24	25
class7_60_3_9	25	26
class7_120_3_0	49	50
class7_120_3_1	50	52
class7_120_3_2	50	51
class7_120_3_3	49	50
class7_120_3_4	50	50
class7_120_3_5	47	48
class7_120_3_6	48	50
class7_120_3_7	48	49
class7_120_3_8	50	51
class7_120_3_9	48	49
class7_250_3_0	102	104
class7_250_3_1	101	103
class7_250_3_2	105	106
class7_250_3_3	99	100
class7_250_3_4	101	103
class7_250_3_5	100	102
class7_250_3_6	102	104
class7_250_3_7	100	101
class7_250_3_8	97	98
class7_250_3_9	101	102
class7_500_3_0	203	205
class7_500_3_1	202	204
class7_500_3_2	196	198
class7_500_3_3	199	201
class7_500_3_4	205	207
class7_500_3_5	200	202
class7_500_3_6	197	199
class7_500_3_7	201	204
class7_500_3_8	199	202
class7_500_3_9	197	199
class7_20_5_0	9	10
class7_20_5_1	9	10
class7_20_5_2	9	10
class7_20_5_3	10	10
class7_20_5_4	8	9
class7_20_5_5	9	9
class7_20_5_6	10	10
class7_20_5_7	10	10
class7_20_5_8	9	9
class7_20_5_9	9	10
class7_40_5_0	19	20
class7_40_5_1	17	19
class7_40_5_2	17	18
class7_40_5_3	17	18
class7_40_5_4	17	19
class7_40_5_5	17	18
class7_40_5_6	17	19
class7_40_5_7	18	19
class7_40_5_8	17	18
class7_40_5_9	18	19
class7_60_5_0	25	26
class7_60_5_1	25	27
class7_60_5_2	25	26
class7_60_5_3	26	28
class7_60_5_4	25	28
class7_60_5_5	26	28
class7_60_5_6	24	26
class7_60_5_7	24	27
class7_60_5_8	25	27
class7_60_5_9	25	28
class7_120_5_0	50	54
class7_120_5_1	52	55
class7_120_5_2	49	52
class7_120_5_3	50	53
class7_120_5_4	52	55
class7_120_5_5	50	53
class7_120_5_6	47	51
class7_120_5_7	49	53
class7_120_5_8	50	53
class7_120_5_9	49	52
class7_250_5_0	105	112
class7_250_5_1	106	111
class7_250_5_2	102	106
class7_250_5_3	101	106
class7_250_5_4	103	108
class7_250_5_5	99	105
class7_250_5_6	102	107
class7_250_5_7	98	104
class7_250_5_8	104	108
class7_250_5_9	104	109
class7_500_5_0	207	214
class7_500_5_1	202	210
class7_500_5_2	199	210
class7_500_5_3	201	209
class7_500_5_4	203	213
class7_500_5_5	204	211
class7_500_5_6	197	208
class7_500_5_7	204	216
class7_500_5_8	201	210
class7_500_5_9	214	218
class7_20_10_0	11	11
class7_20_10_1	11	11
class7_20_10_2	12	12
class7_20_10_3	12	12
class7_20_10_4	11	11
class7_20_10_5	12	12
class7_20_10_6	8	10
class7_20_10_7	12	12
class7_20_10_8	11	11
class7_20_10_9	11	11
class7_40_10_0	19	20
class7_40_10_1	18	21
class7_40_10_2	17	20
class7_40_10_3	18	20
class7_40_10_4	22	22
class7_40_10_5	21	21
class7_40_10_6	22	22
class7_40_10_7	20	20
class7_40_10_8	21	22
class7_40_10_9	23	23
class7_60_10_0	29	30
class7_60_10_1	26	29
class7_60_10_2	25	29
class7_60_10_3	25	29
class7_60_10_4	32	32
class7_60_10_5	28	30
class7_60_10_6	32	32
class7_60_10_7	31	32
class7_60_10_8	26	29
class7_60_10_9	28	30
class7_120_10_0	50	57
class7_120_10_1	51	58
class7_120_10_2	54	58
class7_120_10_3	56	59
class7_120_10_4	52	58
class7_120_10_5	47	54
class7_120_10_6	51	59
class7_120_10_7	50	58
class7_120_10_8	49	57
class7_120_10_9	50	57
class7_250_10_0	103	121
class7_250_10_1	102	119
class7_250_10_2	104	120
class7_250_10_3	99	115
class7_250_10_4	101	117
class7_250_10_5	104	120
class7_250_10_6	103	118
class7_250_10_7	102	116
class7_250_10_8	103	120
class7_250_10_9	102	113
class7_500_10_0	203	232
class7_500_10_1	203	234
class7_500_10_2	200	232
class7_500_10_3	201	234
class7_500_10_4	204	230
class7_500_10_5	201	229
class7_500_10_6	201	232
class7_500_10_7	205	231
class7_500_10_8	205	232
class7_500_10_9	209	236
class8_20_3_0	10	10
class8_20_3_1	9	10
class8_20_3_2	10	10
class8_20_3_3	10	10
class8_20_3_4	10	10
class8_20_3_5	9	10
class8_20_3_6	10	10
class8_20_3_7	10	11
class8_20_3_8	9	10
class8_20_3_9	9	10
class8_40_3_0	17	20
class8_40_3_1	17	20
class8_40_3_2	17	20
class8_40_3_3	17	20
class8_40_3_4	17	20
class8_40_3_5	19	20
class8_40_3_6	18	20
class8_40_3_7	19	21
class8_40_3_8	18	20
class8_40_3_9	17	20
class8_60_3_0	26	30
class8_60_3_1	26	30
class8_60_3_2	25	30
class8_60_3_3	26	30
class8_60_3_4	26	30
class8_60_3_5	25	30
class8_60_3_6	26	30
class8_60_3_7	25	30
class8_60_3_8	26	30
class8_60_3_9	27	30
class8_120_3_0	51	60
class8_120_3_1	49	60
class8_120_3_2	51	60
class8_120_3_3	50	60
class8_120_3_4	50	60
class8_120_3_5	50	60
class8_120_3_6	52	60
class8_120_3_7	50	60
class8_120_3_8	51	60
class8_120_3_9	49	60
class8_250_3_0	102	125
class8_250_3_1	102	125
class8_250_3_2	105	125
class8_250_3_3	102	125
class8_250_3_4	101	125
class8_250_3_5	101	125
class8_250_3_6	102	125
class8_250_3_7	101	125
class8_250_3_8	104	125
class8_250_3_9	101	125
class8_500_3_0	202	250
class8_500_3_1	204	250
class8_500_3_2	202	250
class8_500_3_3	204	250
class8_500_3_4	202	250
class8_500_3_5	205	250
class8_500_3_6	204	250
class8_500_3_7	203	250
class8_500_3_8	204	250
class8_500_3_9	203	250
class8_20_5_0	10	10
class8_20_5_1	9	10
class8_20_5_2	12	13
class8_20_5_3	9	10
class8_20_5_4	11	11
class8_20_5_5	10	10
class8_20_5_6	13	13
class8_20_5_7	10	10
class8_20_5_8	9	10
class8_20_5_9	10	11
class8_40_5_0	17	20
class8_40_5_1	19	21
class8_40_5_2	17	20
class8_40_5_3	18	20
class8_40_5_4	18	20
class8_40_5_5	17	20
class8_40_5_6	19	20
class8_40_5_7	17	20
class8_40_5_8	20	20
class8_40_5_9	18	20
class8_60_5_0	27	30
class8_60_5_1	26	30
class8_60_5_2	26	30
class8_60_5_3	28	30
class8_60_5_4	27	30
class8_60_5_5	26	30
class8_60_5_6	25	30
class8_60_5_7	26	30
class8_60_5_8	26	30
class8_60_5_9	27	30
class8_120_5_0	51	60
class8_120_5_1	50	60
class8_120_5_2	50	60
class8_120_5_3	50	60
class8_120_5_4	51	60
class8_120_5_5	50	60
class8_120_5_6	52	60
class8_120_5_7	51	60
class8_120_5_8	49	60
class8_120_5_9	52	60
class8_250_5_0	106	125
class8_250_5_1	103	125
class8_250_5_2	102	125
class8_250_5_3	103	125
class8_250_5_4	104	125
class8_250_5_5	104	125
class8_250_5_6	104	125
class8_250_5_7	104	125
class8_250_5_8	104	125
class8_250_5_9	104	125
class8_500_5_0	205	250
class8_500_5_1	205	250
class8_500_5_2	202	250
class8_500_5_3	208	250
class8_500_5_4	206	250
class8_500_5_5	204	250
class8_500_5_6	205	250
class8_500_5_7	208	250
class8_500_5_8	210	250
class8_500_5_9	206	250
class8_20_10_0	15	15
class8_20_10_1	13	13
class8_20_10_2	13	13
class8_20_10_3	11	11
class8_20_10_4	16	16
class8_20_10_5	13	13
class8_20_10_6	14	14
class8_20_10_7	14	14
class8_20_10_8	16	16
class8_20_10_9	14	14
class8_40_10_0	23	23
class8_40_10_1	23	23
class8_40_10_2	23	23
class8_40_10_3	21	22
class8_40_10_4	23	24
class8_40_10_5	27	28
class8_40_10_6	23	23
class8_40_10_7	23	23
class8_40_10_8	22	22
class8_40_10_9	22	22
class8_60_10_0	32	33
class8_60_10_1	26	31
class8_60_10_2	30	31
class8_60_10_3	34	34
class8_60_10_4	31	32
class8_60_10_5	30	32
class8_60_10_6	38	38
class8_60_10_7	28	30
class8_60_10_8	28	31
class8_60_10_9	29	32
class8_120_10_0	50	60
class8_120_10_1	55	61
class8_120_10_2	51	61
class8_120_10_3	50	60
class8_120_10_4	53	62
class8_120_10_5	50	60
class8_120_10_6	58	60
class8_120_10_7	53	61
class8_120_10_8	52	62
class8_120_10_9	59	60
class8_250_10_0	105	125
class8_250_10_1	104	125
class8_250_10_2	107	125
class8_250_10_3	105	125
class8_250_10_4	103	125
class8_250_10_5	107	126
class8_250_10_6	106	125
class8_250_10_7	104	125
class8_250_10_8	102	125
class8_250_10_9	103	125
class8_500_10_0	205	250
class8_500_10_1	205	250
class8_500_10_2	205	250
class8_500_10_3	208	250
class8_500_10_4	210	250
class8_500_10_5	206	250
class8_500_10_6	209	250
class8_500_10_7	205	250
class8_500_10_8	209	250
class8_500_10_9	206	250
class9_20_3_0	13	14
class9_20_3_1	13	14
class9_20_3_2	16	16
class9_20_3_3	13	14
class9_20_3_4	13	13
class9_20_3_5	12	13
class9_20_3_6	13	14
class9_20_3_7	12	14
class9_20_3_8	12	13
class9_20_3_9	13	13
class9_40_3_0	21	22
class9_40_3_1	26	26
class9_40_3_2	20	21
class9_40_3_3	24	24
class9_40_3_4	19	22
class9_40_3_5	20	22
class9_40_3_6	23	25
class9_40_3_7	20	21
class9_40_3_8	18	20
class9_40_3_9	22	22
class9_60_3_0	36	36
class9_60_3_1	33	35
class9_60_3_2	28	30
class9_60_3_3	35	38
class9_60_3_4	30	33
class9_60_3_5	30	33
class9_60_3_6	33	36
class9_60_3_7	35	36
class9_60_3_8	29	29
class9_60_3_9	27	30
class9_120_3_0	55	59
class9_120_3_1	63	66
class9_120_3_2	56	63
class9_120_3_3	55	62
class9_120_3_4	58	59
class9_120_3_5	64	64
class9_120_3_6	60	62
class9_120_3_7	53	59
class9_120_3_8	65	66
class9_120_3_9	64	68
class9_250_3_0	115	127
class9_250_3_1	120	130
class9_250_3_2	109	120
class9_250_3_3	112	121
class9_250_3_4	110	120
class9_250_3_5	111	119
class9_250_3_6	109	120
class9_250_3_7	112	121
class9_250_3_8	110	121
class9_250_3_9	121	127
class9_500_3_0	223	248
class9_500_3_1	214	230
class9_500_3_2	213	235
class9_500_3_3	214	236
class9_500_3_4	228	254
class9_500_3_5	216	233
class9_500_3_6	220	236
class9_500_3_7	222	240
class9_500_3_8	226	240
class9_500_3_9	222	245
class9_20_5_0	12	14
class9_20_5_1	15	15
class9_20_5_2	14	14
class9_20_5_3	13	14
class9_20_5_4	12	13
class9_20_5_5	10	11
class9_20_5_6	17	17
class9_20_5_7	11	12
class9_20_5_8	13	14
class9_20_5_9	12	13
class9_40_5_0	23	26
class9_40_5_1	21	23
class9_40_5_2	26	26
class9_40_5_3	21	23
class9_40_5_4	18	21
class9_40_5_5	21	23
class9_40_5_6	23	23
class9_40_5_7	22	23
class9_40_5_8	24	25
class9_40_5_9	22	23
class9_60_5_0	33	35
class9_60_5_1	27	32
class9_60_5_2	30	33
class9_60_5_3	34	35
class9_60_5_4	33	34
class9_60_5_5	26	31
class9_60_5_6	31	33
class9_60_5_7	31	33
class9_60_5_8	31	32
class9_60_5_9	31	34
class9_120_5_0	52	60
class9_120_5_1	60	64
class9_120_5_2	59	63
class9_120_5_3	58	63
class9_120_5_4	58	61
class9_120_5_5	61	64
class9_120_5_6	51	58
class9_120_5_7	53	58
class9_120_5_8	57	61
class9_120_5_9	56	64
class9_250_5_0	106	121
class9_250_5_1	117	129
class9_250_5_2	105	118
class9_250_5_3	116	125
class9_250_5_4	104	120
class9_250_5_5	100	116
class9_250_5_6	102	117
class9_250_5_7	102	115
class9_250_5_8	103	122
class9_250_5_9	103	116
class9_500_5_0	205	231
class9_500_5_1	196	224
class9_500_5_2	208	237
class9_500_5_3	203	233
class9_500_5_4	219	239
class9_500_5_5	222	240
class9_500_5_6	209	235
class9_500_5_7	208	233
class9_500_5_8	211	242
class9_500_5_9	210	238
class9_20_10_0	15	16
class9_20_10_1	13	15
class9_20_10_2	12	12
class9_20_10_3	12	13
class9_20_10_4	12	12
class9_20_10_5	11	12
class9_20_10_6	15	16
class9_20_10_7	12	14
class9_20_10_8	13	14
class9_20_10_9	14	15
class9_40_10_0	25	25
class9_40_10_1	25	27
class9_40_10_2	24	25
class9_40_10_3	26	26
class9_40_10_4	25	25
class9_40_10_5	21	24
class9_40_10_6	20	21
class9_40_10_7	25	26
class9_40_10_8	22	23
class9_40_10_9	22	24
class9_60_10_0	36	37
class9_60_10_1	31	33
class9_60_10_2	29	34
class9_60_10_3	36	38
class9_60_10_4	31	34
class9_60_10_5	29	33
class9_60_10_6	30	34
class9_60_10_7	32	33
class9_60_10_8	32	36
class9_60_10_9	26	31
class9_120_10_0	52	61
class9_120_10_1	51	57
class9_120_10_2	61	64
class9_120_10_3	68	69
class9_120_10_4	57	61
class9_120_10_5	58	65
class9_120_10_6	57	64
class9_120_10_7	65	68
class9_120_10_8	54	59
class9_120_10_9	67	69
class9_250_10_0	96	119
class9_250_10_1	103	120
class9_250_10_2	108	121
class9_250_10_3	115	126
class9_250_10_4	100	118
class9_250_10_5	114	125
class9_250_10_6	110	124
class9_250_10_7	120	124
class9_250_10_8	122	130
class9_250_10_9	108	127
class9_500_10_0	199	232
class9_500_10_1	189	235
class9_500_10_2	205	237
class9_500_10_3	198	236
class9_500_10_4	206	237
class9_500_10_5	209	244
class9_500_10_6	212	243
class9_500_10_7	215	243
class9_500_10_8	202	241
class9_500_10_9	194	235
